\,A,T,9,8,7,6,5,4,3,2
20,-0.8991,-0.8656,-0.8581,-0.8578,-0.8550,-0.8572,-0.8581,-0.8609,-0.8583,-0.8601
19,-0.8047,-0.7501,-0.7204,-0.7139,-0.7166,-0.7254,-0.7312,-0.7294,-0.7275,-0.7301
18,-0.7313,-0.6723,-0.6092,-0.5949,-0.5892,-0.6051,-0.6105,-0.6196,-0.6248,-0.6198
17,-0.6835,-0.6121,-0.5480,-0.5011,-0.4864,-0.5080,-0.5225,-0.5244,-0.5256,-0.5366
16,-0.6540,-0.5691,-0.4993,-0.4536,-0.4091,-0.4251,-0.4451,-0.4555,-0.4596,-0.4685
15,-0.6214,-0.5262,-0.4603,-0.4093,-0.3596,-0.3524,-0.3784,-0.3844,-0.3996,-0.4134
14,-0.5940,-0.4981,-0.4216,-0.3614,-0.3102,-0.2876,-0.3111,-0.3230,-0.3435,-0.3543
13,-0.5585,-0.4550,-0.3753,-0.3088,-0.2543,-0.2203,-0.2415,-0.2566,-0.2862,-0.3071
12,-0.5275,-0.4062,-0.3283,-0.2592,-0.1975,-0.1592,-0.1952,-0.2055,-0.2259,-0.2471
11,-0.1987,0.0325,0.1515,0.2200,0.2795,0.3171,0.2905,0.2741,0.2419,0.2249
10,-0.2383,-0.0549,0.1082,0.1901,0.2516,0.2732,0.2409,0.2146,0.1853,0.1720
9,-0.3402,-0.2147,-0.0594,0.0890,0.1655,0.1789,0.1391,0.1132,0.0740,0.0600
8,-0.4294,-0.3004,-0.2049,-0.0590,0.0755,0.0955,0.0466,0.0281,-0.0135,-0.0381
7,-0.5111,-0.3622,-0.2797,-0.2035,-0.0718,0.0110,-0.0348,-0.0578,-0.1005,-0.1211
6,-0.4949,-0.3768,-0.2874,-0.2074,-0.1430,-0.0307,-0.0597,-0.0892,-0.1276,-0.1572
5,-0.4834,-0.3513,-0.2512,-0.1808,-0.1072,-0.0123,-0.0492,-0.0784,-0.1161,-0.1462
4,-0.4600,-0.3187,-0.2283,-0.1476,-0.0824,-0.0059,-0.0302,-0.0620,-0.1156,-0.1323
A9,-0.2394,-0.0564,0.1036,0.1910,0.2388,0.2678,0.2392,0.2137,0.1859,0.1672
A8,-0.2972,-0.1554,-0.0001,0.1378,0.2081,0.2243,0.1848,0.1597,0.1314,0.1085
A7,-0.3558,-0.2008,-0.0978,0.0425,0.1656,0.1708,0.1258,0.1129,0.0719,0.0484
A6,-0.4156,-0.2520,-0.1481,-0.0666,0.0526,0.1074,0.0756,0.0452,0.0073,-0.0155
A5,-0.4057,-0.2597,-0.1364,-0.0583,0.0006,0.0785,0.0539,0.0215,-0.0115,-0.0349
A4,-0.3763,-0.2241,-0.1057,-0.0207,0.0477,0.1015,0.0686,0.0433,-0.0001,-0.0167
A3,-0.3537,-0.1944,-0.0666,0.0237,0.0862,0.1235,0.0912,0.0698,0.0193,-0.0014
A2,-0.3242,-0.1622,-0.0315,0.0633,0.1340,0.1326,0.0992,0.0793,0.0551,0.0388
AA,-0.3033,-0.1243,0.0203,0.1132,0.1803,0.1862,0.1553,0.1343,0.1059,0.0867
